SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
29,Bitcoin,BTC,2013-05-27 23:59,135.4649963,124.6999969,133.5,129.7449951,0,1454029510
30,Bitcoin,BTC,2013-05-28 23:59,130.5800018,125.5999985,129.7700043,129,0,1446189975
31,Bitcoin,BTC,2013-05-29 23:59,132.5899963,127.6620026,129,132.3000031,0,1483734578
32,Bitcoin,BTC,2013-05-30 23:59,132.25,127,132.25,128.798996,0,1445053941
33,Bitcoin,BTC,2013-05-31 23:59,129.8999939,126.4000015,128.798996,129,0,1447870200
34,Bitcoin,BTC,2013-06-01 23:59,129.7799988,127.1989975,128.8150024,129.3000031,0,1451916165
35,Bitcoin,BTC,2013-06-02 23:59,129.3999939,115.0500031,129.3000031,122.2919998,0,1373837500
36,Bitcoin,BTC,2013-06-03 23:59,122.5,116,122.5,122.2220001,0,1373708058
37,Bitcoin,BTC,2013-06-04 23:59,123.8399963,119.0999985,120.7369995,121.4199982,0,1365337545
38,Bitcoin,BTC,2013-06-05 23:59,123.4690018,119.8990021,121.4000015,121.6500015,0,1368486469
39,Bitcoin,BTC,2013-06-06 23:59,123.0999985,117.25,121.9000015,118,0,1327960200
40,Bitcoin,BTC,2013-06-07 23:59,119,106.4199982,118.9700012,111.5,0,1255258638
41,Bitcoin,BTC,2013-06-08 23:59,111.4150009,107.3000031,111,108.3000031,0,1219717920
42,Bitcoin,BTC,2013-06-09 23:59,108.9899979,88.5,107.8919983,100,0,1126642500
43,Bitcoin,BTC,2013-06-10 23:59,110.1009979,95.0019989,100.4369965,106.3499985,0,1198638945
44,Bitcoin,BTC,2013-06-11 23:59,109.5999985,104,106.3499985,108.9000015,0,1227874725
45,Bitcoin,BTC,2013-06-12 23:59,111.7870026,106.7340012,109,108.1500015,0,1219969853
46,Bitcoin,BTC,2013-06-13 23:59,110.3000031,100.5299988,108.776001,104,0,1173637400
47,Bitcoin,BTC,2013-06-14 23:59,104.6999969,98,103.9489975,99.97889709,0,1128709292
48,Bitcoin,BTC,2013-06-15 23:59,103.6999969,98,100,99.98809814,0,1129245604
49,Bitcoin,BTC,2013-06-16 23:59,101.5999985,98.94660187,99.80000305,99.51000214,0,1124306272
50,Bitcoin,BTC,2013-06-17 23:59,102.2099991,99,99.90000153,101.6999969,0,1149418485
51,Bitcoin,BTC,2013-06-18 23:59,111.1110001,101.0329971,101.9499969,107.4000015,0,1214216070
52,Bitcoin,BTC,2013-06-19 23:59,110.2249985,105.7549973,107.0500031,108.25,0,1224193838
53,Bitcoin,BTC,2013-06-20 23:59,114.3000031,107.5,108.2509995,110.1500015,0,1246104920
54,Bitcoin,BTC,2013-06-21 23:59,114.9899979,107.6849976,111.2900009,109.5,0,1239214238
55,Bitcoin,BTC,2013-06-22 23:59,109.9560013,107.5139999,109.5,108.3000031,0,1226110328
56,Bitcoin,BTC,2013-06-23 23:59,108.8000031,106.2340012,108.1999969,107.5999985,0,1218626490
57,Bitcoin,BTC,2013-06-24 23:59,108.3339996,100.9800034,107.9000015,102.7369995,0,1163935726
58,Bitcoin,BTC,2013-06-25 23:59,106.4700012,101.0100021,102.0899963,103.9499969,0,1178086140
59,Bitcoin,BTC,2013-06-26 23:59,105.4889984,102.7919998,103.3290024,104,0,1179105200
60,Bitcoin,BTC,2013-06-27 23:59,104,101.0999985,104,101.4369965,0,1150468023
61,Bitcoin,BTC,2013-06-28 23:59,101.7369995,92.33300018,101.7369995,94.64920044,0,1073887457
62,Bitcoin,BTC,2013-06-29 23:59,99.98999786,93,94.66000366,94.9940033,0,1078198524
63,Bitcoin,BTC,2013-06-30 23:59,98.12229919,94.22229767,94.99900055,96.61399841,0,1096957771
64,Bitcoin,BTC,2013-07-01 23:59,97.66490173,86.29720306,97.51000214,88.05000305,0,1000065296
65,Bitcoin,BTC,2013-07-02 23:59,92.30000305,87.51000214,88.05000305,90.13400269,0,1024082228
66,Bitcoin,BTC,2013-07-03 23:59,90.98120117,76.97920227,90.40499878,77.52999878,0,881233115.5
67,Bitcoin,BTC,2013-07-04 23:59,83.10500336,72,78.88999939,80.52580261,0,915618608.9
68,Bitcoin,BTC,2013-07-05 23:59,80,65.52600098,79.98999786,68.43099976,0,778411178.9
69,Bitcoin,BTC,2013-07-06 23:59,75,66.81999969,68.50499725,70.27729797,0,799741618.5
70,Bitcoin,BTC,2013-07-07 23:59,74.56109619,66.62000275,68.74900055,74.56109619,0,848838978.9
71,Bitcoin,BTC,2013-07-08 23:59,80,72.59999847,76.5,76.51599884,0,871457940.1
72,Bitcoin,BTC,2013-07-09 23:59,78.30000305,72.51999664,76,76.69400024,0,873841849.3
73,Bitcoin,BTC,2013-07-10 23:59,87,76.19999695,76.72000122,86.76000214,0,988957719
74,Bitcoin,BTC,2013-07-11 23:59,90.27999878,85.07990265,88,88.98000336,0,1014650063
75,Bitcoin,BTC,2013-07-12 23:59,104,88.16600037,88.97899628,93.59490204,0,1067634684
76,Bitcoin,BTC,2013-07-13 23:59,98.25,88.06220245,93.98989868,98.1339035,0,1119796120
77,Bitcoin,BTC,2013-07-14 23:59,98.69999695,92.86000061,98.69999695,94.69129944,0,1080917760
78,Bitcoin,BTC,2013-07-15 23:59,101.9000015,93.11000061,93.60500336,98.40019989,0,1123658944
79,Bitcoin,BTC,2013-07-16 23:59,99.86229706,96.14160156,98.89029694,97.45079803,0,1113217032
80,Bitcoin,BTC,2013-07-17 23:59,99.97000122,96.18000031,96.70999908,98.5,0,1125658000
81,Bitcoin,BTC,2013-07-18 23:59,98.80000305,86.19999695,98.5,90.58000183,0,1035512825
82,Bitcoin,BTC,2013-07-19 23:59,95.20010376,87.80000305,90.06890106,92.16999817,0,1054083771
83,Bitcoin,BTC,2013-07-20 23:59,93.09999847,89.27110291,92,89.39009857,0,1022707665
84,Bitcoin,BTC,2013-07-21 23:59,91.94999695,88,89.8214035,90.75730133,0,1038798980
85,Bitcoin,BTC,2013-07-22 23:59,91.9980011,90.07540131,91.9980011,91.61000061,0,1048939081
86,Bitcoin,BTC,2013-07-23 23:59,96.81929779,91.59999847,91.59999847,95.5585022,0,1094484058
87,Bitcoin,BTC,2013-07-24 23:59,95.98999786,93,95.5585022,94.51000214,0,1082848325
88,Bitcoin,BTC,2013-07-25 23:59,97.33000183,93.86569977,94.50499725,96.90000153,0,1110587858
89,Bitcoin,BTC,2013-07-26 23:59,97.46910095,96,96.94999695,96.02020264,0,1100902800
90,Bitcoin,BTC,2013-07-27 23:59,96.99500275,93,96.02010345,94.11599731,0,1079491697
91,Bitcoin,BTC,2013-07-28 23:59,100.5770035,94,94.40000153,99.7559967,0,1144602838
92,Bitcoin,BTC,2013-07-29 23:59,102.5,98.45500183,98.59999847,101.1999969,0,1161619140
93,Bitcoin,BTC,2013-07-30 23:59,107.9899979,100.4700012,101.4889984,107.9899979,0,1240092366
94,Bitcoin,BTC,2013-07-31 23:59,111.3440018,103.8799973,107.9499969,106.0899963,0,1218777834
95,Bitcoin,BTC,2013-08-01 23:59,108,103.0110016,106.2129974,104,0,1195225200
96,Bitcoin,BTC,2013-08-02 23:59,108,101.2109985,104.8560028,104.5009995,0,1201487185
97,Bitcoin,BTC,2013-08-03 23:59,105.7799988,102.0019989,104.5009995,104.0049973,0,1196226508
98,Bitcoin,BTC,2013-08-04 23:59,105.9499969,103.5230026,104.9499969,105.1439972,0,1209797378
99,Bitcoin,BTC,2013-08-05 23:59,107.7699966,105,105.1200027,106.2200012,0,1222677176
100,Bitcoin,BTC,2013-08-06 23:59,107.3820038,105.5569992,106.7200012,106.75,0,1229098150
101,Bitcoin,BTC,2013-08-07 23:59,106.75,106.75,106.75,106.75,0,1229098150
102,Bitcoin,BTC,2013-08-08 23:59,106.75,101.2600021,106.75,103,0,1187105900
103,Bitcoin,BTC,2013-08-09 23:59,105.75,101.9349976,103.0699997,102.8000031,0,1185307130
104,Bitcoin,BTC,2013-08-10 23:59,103.9000015,102.4100037,102.8000031,103,0,1188153925
105,Bitcoin,BTC,2013-08-11 23:59,105.1900024,102.7549973,103,105,0,1211789250
106,Bitcoin,BTC,2013-08-12 23:59,108,103.5,105,106.6360016,0,1231248581
107,Bitcoin,BTC,2013-08-13 23:59,109.3499985,104.6500015,106.9899979,109,0,1259042650
108,Bitcoin,BTC,2013-08-14 23:59,114.9950027,108.0009995,109.5550003,112.5619965,0,1300656724
109,Bitcoin,BTC,2013-08-15 23:59,113.2450027,109,112.5619965,109.9899979,0,1271404657
110,Bitcoin,BTC,2013-08-16 23:59,112.3000031,108.5169983,109.9950027,108.9940033,0,1260352119
111,Bitcoin,BTC,2013-08-17 23:59,113.75,108.2249985,108.9940033,113.5,0,1312996375
112,Bitcoin,BTC,2013-08-18 23:59,114.6880035,112,112.75,113.5,0,1313544013
113,Bitcoin,BTC,2013-08-19 23:59,123.0619965,111.7710037,113.3799973,119,0,1377725475
114,Bitcoin,BTC,2013-08-20 23:59,123.0110016,117.5080032,119,121.2050018,0,1403829641
115,Bitcoin,BTC,2013-08-21 23:59,124.9140015,119.6819992,121.2099991,123.3000031,0,1428698678
116,Bitcoin,BTC,2013-08-22 23:59,123.5,120.5999985,123.3000031,121.1500015,0,1404437433
117,Bitcoin,BTC,2013-08-23 23:59,122,118.4440002,122,118.5009995,0,1374309422
118,Bitcoin,BTC,2013-08-24 23:59,121.3899994,118.0199966,118.5100021,120.0449982,0,1392768092
119,Bitcoin,BTC,2013-08-25 23:59,122.9869995,119.1699982,119.6029968,122.1110001,0,1417198897
120,Bitcoin,BTC,2013-08-26 23:59,122.7549973,119.9300003,122.1110001,120.0559998,0,1393847159
121,Bitcoin,BTC,2013-08-27 23:59,127.2399979,120.0699997,120.0699997,126.5,0,1469193138
122,Bitcoin,BTC,2013-08-28 23:59,127.3199997,122.6200027,126.4800034,122.6200027,0,1424675798
123,Bitcoin,BTC,2013-08-29 23:59,123.6999969,122.2099991,122.6200027,122.3899994,0,1422584866
124,Bitcoin,BTC,2013-08-30 23:59,135.75,120.9899979,122.3499985,133.4900055,0,1552288465
125,Bitcoin,BTC,2013-08-31 23:59,140.8899994,132.7200012,133.0899963,135.3500061,0,1574672051
126,Bitcoin,BTC,2013-09-01 23:59,145.8099976,134.8099976,135.1399994,138.3399963,0,1610215347
127,Bitcoin,BTC,2013-09-02 23:59,146.5,134.8899994,138.6300049,135.8500061,0,1581969854
128,Bitcoin,BTC,2013-09-03 23:59,138.3399963,133,135.6100006,136.7700043,0,1593346565
129,Bitcoin,BTC,2013-09-04 23:59,144.5,123.6100006,136.5299988,126.7399979,0,1477012118
130,Bitcoin,BTC,2013-09-05 23:59,131.4400024,121.8300018,126.7600021,126.4300003,0,1473965191
131,Bitcoin,BTC,2013-09-06 23:59,127.3399963,119.1500015,126.4899979,119.1500015,0,1389646450
132,Bitcoin,BTC,2013-09-07 23:59,125.9400024,118.4599991,118.8899994,124.1500015,0,1448411494
133,Bitcoin,BTC,2013-09-08 23:59,124.7200012,120.4899979,124.1299973,121.6600037,0,1419836072
134,Bitcoin,BTC,2013-09-09 23:59,129.0599976,119.75,121.8600006,127.1100006,0,1484085516
135,Bitcoin,BTC,2013-09-10 23:59,129.7400055,125.9000015,127.2699966,125.9100037,0,1470679164
136,Bitcoin,BTC,2013-09-11 23:59,137.8300018,123.2699966,125.8899994,135.25,0,1580450350
137,Bitcoin,BTC,2013-09-12 23:59,136.0800018,131.8099976,135.5500031,133.1300049,0,1556386219
138,Bitcoin,BTC,2013-09-13 23:59,137.5800018,132.2700043,132.8300018,134.9799957,0,1578699084
139,Bitcoin,BTC,2013-09-14 23:59,135.8500061,128.8699951,135.0099945,129.2200012,0,1512038756
140,Bitcoin,BTC,2013-09-15 23:59,131.4400024,128.2599945,129.3999939,130.3699951,0,1526085146
141,Bitcoin,BTC,2013-09-16 23:59,132.7200012,129.7700043,130.8600006,131.7200012,0,1542395098
142,Bitcoin,BTC,2013-09-17 23:59,132.7599945,124.8899994,131.5899963,131.6600037,0,1542278406
143,Bitcoin,BTC,2013-09-18 23:59,133.1999969,130.5399933,131.7100067,131.4700012,0,1540598328
144,Bitcoin,BTC,2013-09-19 23:59,131.7700043,128.4499969,131.3699951,129.6499939,0,1519883709
145,Bitcoin,BTC,2013-09-20 23:59,135.6199951,126.6800003,129.6999969,127.0400009,0,1489921944
146,Bitcoin,BTC,2013-09-21 23:59,128.6100006,126.2399979,126.9499969,127.4300003,0,1495101147
147,Bitcoin,BTC,2013-09-22 23:59,133.9400024,126.5899963,127.8700027,129.1199951,0,1515584736
148,Bitcoin,BTC,2013-09-23 23:59,132.7250061,125.6600037,128.9799957,125.9499969,0,1479037148
149,Bitcoin,BTC,2013-09-24 23:59,127.4599991,125.3899994,126.0500031,127.25,0,1494974356
150,Bitcoin,BTC,2013-09-25 23:59,129.6900024,127.3300018,127.3799973,128.2200012,0,1507033770
151,Bitcoin,BTC,2013-09-26 23:59,134.9340057,127.3199997,128.2100067,128.3800049,0,1509434269
152,Bitcoin,BTC,2013-09-27 23:59,134.7400055,128.4900055,128.9400024,133.7799988,0,1573520360
153,Bitcoin,BTC,2013-09-28 23:59,135.6300049,132.5599976,133.7700043,134.7799988,0,1585878762
154,Bitcoin,BTC,2013-09-29 23:59,140.6100006,134.7100067,134.8999939,137.3399963,0,1616584505
155,Bitcoin,BTC,2013-09-30 23:59,138.3500061,130.2700043,137.1499939,133,0,1566038425
156,Bitcoin,BTC,2013-10-01 23:59,134.6300049,131.5500031,132.6799927,132.1799927,0,1557001092
157,Bitcoin,BTC,2013-10-02 23:59,133.5899963,102.25,132.0500031,114.1299973,0,1344930746
158,Bitcoin,BTC,2013-10-03 23:59,123.6299973,111.8199997,114.4499969,123.6299973,0,1457492615
159,Bitcoin,BTC,2013-10-04 23:59,130.0899963,123.4100037,123.4100037,129.0099945,0,1521498787
160,Bitcoin,BTC,2013-10-05 23:59,130.4400024,128.0299988,128.6300049,128.5500031,0,1516777519
161,Bitcoin,BTC,2013-10-06 23:59,129.6600037,126.1500015,128.3600006,129,0,1522686975
162,Bitcoin,BTC,2013-10-07 23:59,130.2700043,126.3600006,129.4299927,126.9400024,0,1498859918
163,Bitcoin,BTC,2013-10-08 23:59,127.4700012,124.7099991,126.7399979,126,0,1488277350
164,Bitcoin,BTC,2013-10-09 23:59,131.75,125.5800018,125.8499985,130.6900024,0,1544249376
165,Bitcoin,BTC,2013-10-10 23:59,131.5,129.2599945,130.6699982,130.5899963,0,1543701125
166,Bitcoin,BTC,2013-10-11 23:59,131.8099976,129.6399994,130.75,130.8999939,0,1547971040
167,Bitcoin,BTC,2013-10-12 23:59,135.6600037,130.5599976,130.8999939,135.1900024,0,1599426131
168,Bitcoin,BTC,2013-10-13 23:59,138.6600037,134.5500031,135.1900024,138.1300049,0,1634968839
169,Bitcoin,BTC,2013-10-14 23:59,144.1199951,138.8999939,139.2700043,140.5200043,0,1664129178
170,Bitcoin,BTC,2013-10-15 23:59,145.3899994,139.1300049,140.7700043,145.2400055,0,1720981439
171,Bitcoin,BTC,2013-10-16 23:59,152.2299957,142.4299927,145.6499939,142.5500031,0,1689851848
172,Bitcoin,BTC,2013-10-17 23:59,147.4199982,142.4100037,142.4100037,146.25,0,1734327563
173,Bitcoin,BTC,2013-10-18 23:59,155.9600067,145.5700073,146.3699951,155.9600067,0,1850219763
174,Bitcoin,BTC,2013-10-19 23:59,177.4799957,155.6999969,155.9100037,172.4199982,0,2046457291
175,Bitcoin,BTC,2013-10-20 23:59,174.9100037,168.9499969,171.6600037,174.6100006,0,2073319140
176,Bitcoin,BTC,2013-10-21 23:59,184.8200073,174.8000031,174.8000031,182.2100067,0,2164518143
177,Bitcoin,BTC,2013-10-22 23:59,196.2700043,182.6499939,182.6499939,193.7599945,0,2302910260
178,Bitcoin,BTC,2013-10-23 23:59,213.6199951,192.3800049,193.3600006,213.6199951,0,2540139399
179,Bitcoin,BTC,2013-10-24 23:59,217.4199982,168.5200043,214.3000031,198.2299957,0,2358198593
180,Bitcoin,BTC,2013-10-25 23:59,198.8699951,168.5,197.6900024,186.6900024,0,2222012384
181,Bitcoin,BTC,2013-10-26 23:59,188.4100037,175.75,187.4499969,177.3200073,0,2111296044
182,Bitcoin,BTC,2013-10-27 23:59,196.4400024,176.6000061,176.6000061,196.4400024,0,2339831217
183,Bitcoin,BTC,2013-10-28 23:59,198.6199951,192.0599976,196.2100067,198.5500031,0,2365837416
184,Bitcoin,BTC,2013-10-29 23:59,204.7899933,198.5500031,198.5500031,204.3899994,0,2436241934
185,Bitcoin,BTC,2013-10-30 23:59,209.1600037,199.9700012,204.3899994,199.9700012,0,2384492273
186,Bitcoin,BTC,2013-10-31 23:59,205.1799927,198.8500061,199.8300018,204,0,2433658800
187,Bitcoin,BTC,2013-11-01 23:59,206.6499939,202.1300049,203.8999939,206.1799927,0,2460742837
188,Bitcoin,BTC,2013-11-02 23:59,207.7599945,201.6499939,205.8099976,206.2200012,0,2462261645
189,Bitcoin,BTC,2013-11-03 23:59,215.0500031,203.9900055,205.9900055,215.0500031,0,2568713111
190,Bitcoin,BTC,2013-11-04 23:59,231.0099945,213.9400024,214.6600037,229.1000061,0,2737659088
191,Bitcoin,BTC,2013-11-05 23:59,250.6600037,226.2200012,229.2100067,245.2400055,0,2931598960
192,Bitcoin,BTC,2013-11-06 23:59,263,244.7799988,244.7799988,262.5,0,3138994688
193,Bitcoin,BTC,2013-11-07 23:59,304.1700134,261.5499878,261.6799927,296.4100037,0,3545560087
194,Bitcoin,BTC,2013-11-08 23:59,338.6600037,296.9299927,297.8500061,338.1099854,0,4045494603
195,Bitcoin,BTC,2013-11-09 23:59,370.8200073,319.7099915,338.5799866,339.1099854,0,4058705857
196,Bitcoin,BTC,2013-11-10 23:59,350.7000122,277.2399902,348.8200073,326.6199951,0,3910613095
197,Bitcoin,BTC,2013-11-11 23:59,351.269989,311.7799988,325.4100037,342.4400024,0,4101635027
198,Bitcoin,BTC,2013-11-12 23:59,362.8099976,342.7999878,343.0599976,360.3299866,0,4317726291
199,Bitcoin,BTC,2013-11-13 23:59,414.0499878,359.7999878,360.9700012,407.3699951,0,4883103453
200,Bitcoin,BTC,2013-11-14 23:59,425.8999939,395.1900024,406.4100037,420.2000122,0,5038817795
201,Bitcoin,BTC,2013-11-15 23:59,437.8900146,396.1099854,419.4100037,417.9500122,0,5013561020
202,Bitcoin,BTC,2013-11-16 23:59,450.2600098,415.5700073,417.2799988,440.2200012,0,5282849105
203,Bitcoin,BTC,2013-11-17 23:59,500.5799866,440.2399902,440.9599915,492.1099854,0,5907842064
204,Bitcoin,BTC,2013-11-18 23:59,703.7800293,494.9400024,496.5799866,703.5599976,0,8449069629
205,Bitcoin,BTC,2013-11-19 23:59,806.1099854,456.3900146,712.7600098,584.6099854,0,7022949161
206,Bitcoin,BTC,2013-11-20 23:59,599.6500244,448.4500122,577.9799805,590.8300171,0,7100077964
207,Bitcoin,BTC,2013-11-21 23:59,733.4000244,577.289978,594.3200073,722.4299927,0,8684240726
208,Bitcoin,BTC,2013-11-22 23:59,780.8499756,668.1300049,724.0700073,771.4400024,0,9276681716
209,Bitcoin,BTC,2013-11-23 23:59,844.9699707,771.7000122,771.7000122,797.8200073,0,9597335799
210,Bitcoin,BTC,2013-11-24 23:59,807.3599854,722.8699951,795.6300049,774.25,0,9317034156
211,Bitcoin,BTC,2013-11-25 23:59,810.6799927,754.4299927,773.0200195,799.1099854,0,9619646225
212,Bitcoin,BTC,2013-11-26 23:59,928.539978,800.7999878,805.7299805,928.0999756,0,11176110593
213,Bitcoin,BTC,2013-11-27 23:59,1001.960022,891.6799927,923.8499756,1001.960022,0,12069885699
214,Bitcoin,BTC,2013-11-28 23:59,1077.560059,962.1699829,1003.380005,1031.949951,0,12435823060
215,Bitcoin,BTC,2013-11-29 23:59,1146.969971,1000.640015,1042.01001,1131.969971,0,13646039846
216,Bitcoin,BTC,2013-11-30 23:59,1156.140015,1106.609985,1129.369995,1129.430054,0,13620389321
217,Bitcoin,BTC,2013-12-01 23:59,1133.079956,801.8200073,1128.920044,955.8499756,0,11531708948
218,Bitcoin,BTC,2013-12-02 23:59,1055.420044,938.4099731,951.4199829,1043.329956,0,12591271606
219,Bitcoin,BTC,2013-12-03 23:59,1096,1011.210022,1046.400024,1078.280029,0,13018451838
220,Bitcoin,BTC,2013-12-04 23:59,1156.119995,1070.160034,1077.579956,1151.170044,0,13903428351
221,Bitcoin,BTC,2013-12-05 23:59,1154.359985,897.1099854,1152.72998,1045.109985,0,12626914509
222,Bitcoin,BTC,2013-12-06 23:59,1042.380005,829.4500122,1042.380005,829.4500122,0,10025645095
223,Bitcoin,BTC,2013-12-07 23:59,854.6400146,640.2199707,835.3200073,698.2299805,0,8442962249
224,Bitcoin,BTC,2013-12-08 23:59,802.5100098,670.8800049,697.3099976,795.8699951,0,9627500113
225,Bitcoin,BTC,2013-12-09 23:59,921.9299927,780.9000244,793.7999878,893.1900024,0,10808715488
226,Bitcoin,BTC,2013-12-10 23:59,997.2299805,892.3200073,892.3200073,988.5100098,0,11966951486
227,Bitcoin,BTC,2013-12-11 23:59,1001.580017,834.2299805,989.0700073,878.4799805,0,10638546534
228,Bitcoin,BTC,2013-12-12 23:59,901.9400024,844.9500122,882.7800293,873.2600098,0,10578889955
229,Bitcoin,BTC,2013-12-13 23:59,941.789978,860.0499878,874.9799805,892.5800171,0,10816819988
230,Bitcoin,BTC,2013-12-14 23:59,904.6500244,858.3599854,899.8499756,872.5999756,0,10578987915
231,Bitcoin,BTC,2013-12-15 23:59,886.1599731,825,875.289978,876.1199951,0,10625517651
232,Bitcoin,BTC,2013-12-16 23:59,882.25,668.25,880.3300171,705.9699707,0,8565534010
233,Bitcoin,BTC,2013-12-17 23:59,754.8300171,630.8800049,706.3699951,682.1199951,0,8279623719
234,Bitcoin,BTC,2013-12-18 23:59,679.3200073,420.5100098,678.2000122,522.7000122,0,6347159168
235,Bitcoin,BTC,2013-12-19 23:59,707.2299805,502.8900146,519.0599976,691.960022,0,8406397153
236,Bitcoin,BTC,2013-12-20 23:59,729.1599731,595.3300171,694.2199707,625.3200073,0,7599576492
237,Bitcoin,BTC,2013-12-21 23:59,654.2700195,579.1699829,619.9000244,605.6599731,0,7363114611
238,Bitcoin,BTC,2013-12-22 23:59,666.7399902,585.6400146,601.7800293,617.1799927,0,7505757423
239,Bitcoin,BTC,2013-12-23 23:59,680.9099731,611.039978,613.0599976,673.4099731,0,8192487202
240,Bitcoin,BTC,2013-12-24 23:59,684.3900146,645.710022,672.3599854,665.5800171,0,8100042042
241,Bitcoin,BTC,2013-12-25 23:59,682.7000122,649.4799805,666.3099976,682.210022,0,8305173374
242,Bitcoin,BTC,2013-12-26 23:59,777.75,683.9400024,683.9400024,761.9799805,0,9279735331
243,Bitcoin,BTC,2013-12-27 23:59,777.5100098,713.5999756,763.2800293,735.0700073,46862700,8955394564
244,Bitcoin,BTC,2013-12-28 23:59,747.0599976,705.3499756,737.9799805,727.8300171,32505800,8869918644
245,Bitcoin,BTC,2013-12-29 23:59,748.6099854,714.4400024,728.0499878,745.0499878,19011300,9082103621
246,Bitcoin,BTC,2013-12-30 23:59,766.5999756,740.2399902,741.3499756,756.1300049,20707700,9217167990
247,Bitcoin,BTC,2013-12-31 23:59,760.5800171,738.1699829,760.3200073,754.0100098,20897300,9191325349
248,Bitcoin,BTC,2014-01-01 23:59,775.3499756,754.9699707,754.9699707,771.4000244,22489400,9403308145
249,Bitcoin,BTC,2014-01-02 23:59,820.3099976,767.210022,773.4400024,802.3900146,38489500,9781073921
250,Bitcoin,BTC,2014-01-03 23:59,834.1500244,789.1199951,802.8499756,818.7199707,37810100,9980135396
251,Bitcoin,BTC,2014-01-04 23:59,859.5100098,801.6699829,823.2700195,859.5100098,38005000,10477362437
252,Bitcoin,BTC,2014-01-05 23:59,952.4000244,854.5200195,858.5499878,933.5300293,72898496,11379660685
253,Bitcoin,BTC,2014-01-06 23:59,1017.119995,905.710022,936.0499878,953.289978,85565696,11620533603
254,Bitcoin,BTC,2014-01-07 23:59,965.7399902,802,946.4899902,802,81311696,9808299600
255,Bitcoin,BTC,2014-01-08 23:59,870.6799927,776.1799927,795.9899902,842.7199707,74175600,10310363180
256,Bitcoin,BTC,2014-01-09 23:59,864.3599854,804.1400146,841.4699707,846.8599854,59998600,10365397028
257,Bitcoin,BTC,2014-01-10 23:59,871.1900024,822.5999756,846.6900024,868.4799805,31876800,10634081648
258,Bitcoin,BTC,2014-01-11 23:59,921.4799805,861.7199707,867.3200073,913.9500122,44754200,11195636164
259,Bitcoin,BTC,2014-01-12 23:59,928.5200195,851.1699829,919.5999756,863.2199707,39623500,10578653198
260,Bitcoin,BTC,2014-01-13 23:59,861.289978,806.0499878,860.1900024,841.2000122,45580900,10312375950
