"PCPC1","PCPC2","PCPC3","PCPC4","PCPC5","PCPC6","Date"
-1.41447174573547,-0.0740276267161616,0.00755675854836339,0.00816765651859163,0.010670453673183,0.00406725125823689,2013-04-29
-1.41446183547645,-0.0740302177557585,0.0066310700262333,0.0079491529588563,0.0110373702402399,0.00400770456511808,2013-04-30
-1.41720517182137,-0.0729487469277578,0.00557866576008267,0.00906618097037406,0.0117093085925364,0.00425160168706636,2013-05-01
-1.4198396492445,-0.0719316069499235,0.00650838833497516,0.00939760283452211,0.0117685184721934,0.00448859297372531,2013-05-02
-1.42178549064778,-0.0711812174012259,0.00699741044882778,0.00946980483457963,0.0123298097805042,0.0040320374328715,2013-05-03
-1.42045608738712,-0.0717057310359621,0.00835208978664463,0.00919200466414229,0.0114886941933335,0.00422846768497895,2013-05-04
-1.41900884801005,-0.0722751609640571,0.00764694332442934,0.00827842024757942,0.0115597331189097,0.00413307997616892,2013-05-05
-1.41891587268802,-0.0723057791369749,0.00709738091135501,0.00846704416641511,0.0114757994453169,0.00446984698409404,2013-05-06
-1.41984540778824,-0.0719453286178234,0.00747372920898049,0.00863913791898467,0.0119400273686362,0.00388663338822741,2013-05-07
-1.41928025150733,-0.0721770819591327,0.00780528121164299,0.00791728392245777,0.0115059374527322,0.00427047074843487,2013-05-08
-1.4192953351638,-0.0721717089533234,0.00757437776741127,0.00779965055417895,0.0117265451213618,0.00408435006998848,2013-05-09
-1.41864780375382,-0.0724174132433878,0.00769814699929811,0.00812554164612694,0.0113529008029997,0.00433333878532058,2013-05-10
-1.41864412453331,-0.0724221237280906,0.00735727434217109,0.00779488521397702,0.0116184310773656,0.00415447803604537,2013-05-11
-1.41876147125554,-0.0723789009621584,0.00750551261461237,0.00771285266464534,0.0115822365899541,0.00418472855985965,2013-05-12
-1.41852925725969,-0.0724686208098032,0.00771877789294932,0.00777013775837829,0.011483442784044,0.00415245420570322,2013-05-13
-1.41891756530149,-0.0723128188631538,0.00706983130795051,0.00795402840775549,0.011656406038454,0.0043112307426956,2013-05-14
-1.41940159996168,-0.0721218310479581,0.0076917813468301,0.00838696285814354,0.0117090265928563,0.00403858595511723,2013-05-15
-1.41858886608894,-0.0724426659998302,0.00778835594508807,0.00796962962630474,0.0115125310487065,0.00408215624847286,2013-05-16
-1.41778690335473,-0.0727509118736957,0.00767898956405269,0.00802253497382569,0.0113222538911177,0.00416387969411243,2013-05-17
-1.41734387261287,-0.0729275868470644,0.00741907332112112,0.00757777740669093,0.0113894720704481,0.0041120101999805,2013-05-18
-1.41757427421282,-0.0728361199428051,0.00734345295166304,0.007711857437766,0.011467907696818,0.0040923928733585,2013-05-19
-1.41760965073218,-0.0728240061862975,0.00741427558345276,0.00763591848296785,0.0114636728732848,0.0040872699385782,2013-05-20
-1.41755494537965,-0.0728469275459823,0.00752162927475906,0.00755237396210362,0.0114460086567556,0.00405849473124894,2013-05-21
-1.41739600822414,-0.0729080812272828,0.00751210994421804,0.00755979409783337,0.0114243942523891,0.00404911540579948,2013-05-22
-1.41704781129428,-0.0730408891495995,0.00756785972203581,0.00767612914039361,0.011326502041765,0.00404967978612616,2013-05-23
-1.41622166314219,-0.0733559901840388,0.00766755985547615,0.00794287245214456,0.0111056248617535,0.00404585441474112,2013-05-24
-1.41594185311002,-0.0734667686043487,0.00720274140849087,0.00761183673614759,0.0113040013817165,0.00393884942467273,2013-05-25
-1.41572777511731,-0.0735495038007629,0.00731540024684198,0.00765119628739936,0.0111281436024059,0.00407386448914092,2013-05-26
-1.41613759036488,-0.0733845019031343,0.0069613858708387,0.00796690909815749,0.0113336427565148,0.00403632274072624,2013-05-27
-1.41645919373756,-0.0732663423693943,0.00727182340130094,0.00768277567097044,0.0113596503014379,0.0039848972750319,2013-05-28
-1.4161402432501,-0.0733901500314741,0.00749221100462539,0.00770720332237962,0.0112143954900668,0.00399563673024584,2013-05-29
-1.41626356674341,-0.0733416743010773,0.00707793285048897,0.00763523325572713,0.0113613715620942,0.00402936522083148,2013-05-30
-1.41648545970186,-0.0732579570108068,0.00735908345698891,0.00759895745591646,0.0113377562326465,0.00400520575673376,2013-05-31
-1.41643942386947,-0.0732767486115257,0.00738679304633578,0.00754207127688256,0.0113273268427576,0.00400500046242148,2013-06-01
-1.41731469473519,-0.0729249980136702,0.00684795600293576,0.00825179513979794,0.0116275455343914,0.00401143877828757,2013-06-02
-1.41777995439703,-0.07275370404716,0.00744046337870085,0.0079075662887381,0.0116156708687968,0.00393215356905269,2013-06-03
-1.41772432108848,-0.0727787059190272,0.00749814260337726,0.00772273165403745,0.0114414751519543,0.00416462872153676,2013-06-04
-1.41766772792657,-0.0728015940500315,0.00748605183462377,0.00764964908156997,0.0114626850476991,0.00413560016080265,2013-06-05
-1.41797916141092,-0.0726788332483408,0.00722202417397661,0.00773483963637278,0.0115554837143971,0.00421308625072156,2013-06-06
-1.41903408621736,-0.0722630712658504,0.00702433014616351,0.008210872601345,0.0118382064257629,0.00416172168420968,2013-06-07
-1.41975556376488,-0.0719942097764997,0.00751525605672934,0.00776560870803088,0.0118131715375931,0.00423510886561121,2013-06-08
-1.42116962573711,-0.0714289029927326,0.00712020510085142,0.00886711867702859,0.012201764592759,0.0041586928980831,2013-06-09
-1.42077885051339,-0.0715880300414848,0.00800417603215205,0.00863132256055132,0.0117542733436576,0.00430094459495408,2013-06-10
-1.42008088923567,-0.0718670093658964,0.00786596333757926,0.00797244843344773,0.0117881313573109,0.00418958533308705,2013-06-11
-1.41984292527687,-0.0719600417963324,0.00762486120762659,0.00783209718236761,0.0117473674863913,0.00431086470237761,2013-06-12
-1.42038759100395,-0.0717439141657413,0.0073742044536012,0.00812474634645118,0.0119307227542347,0.00429617526611365,2013-06-13
-1.42110143207213,-0.0714714796757941,0.00754453528546026,0.00798596882856186,0.0120193297910961,0.00431871648836271,2013-06-14
-1.4212818945729,-0.0714036746272224,0.00781911079230684,0.00796175024216429,0.0119166047482398,0.00439666874088794,2013-06-15
-1.42135571957542,-0.0713780818307013,0.00785883519261317,0.007786818980636,0.0119663041338046,0.00435176399158618,2013-06-16
-1.42119749543836,-0.0714383262015623,0.00797332521348094,0.00786678077687686,0.0119463279875086,0.00427412829180892,2013-06-17
-1.42038566096387,-0.0717459339666255,0.00800447101514037,0.00824703784578461,0.011653230658708,0.00440122274591325,2013-06-18
-1.4199965511778,-0.0719011414402049,0.00779025257676304,0.00785130339662847,0.0117649379216522,0.0042743755219805,2013-06-19
-1.41962549151544,-0.0720428093192301,0.00775152383734306,0.00794476322027705,0.0116239586871101,0.00437830763691681,2013-06-20
-1.41951894050385,-0.0720829041667587,0.00750623005131404,0.00792991793434355,0.0117048657751442,0.00435067115037215,2013-06-21
-1.41984248562786,-0.0719622969210279,0.00766097132618801,0.00769798481602589,0.0118278826410177,0.00422666467820282,2013-06-22
-1.42002179222751,-0.0718928257510809,0.00771830451855849,0.00773131277477866,0.0118525832213581,0.00421653672628073,2013-06-23
-1.42053907889829,-0.0716878557994243,0.00741228188151146,0.00797938776666345,0.0119758659778408,0.00430858298197138,2013-06-24
-1.42074676745366,-0.0716105319408068,0.00789801125844672,0.00795527817768662,0.0118366455069353,0.00434828376252472,2013-06-25
-1.42066390306505,-0.0716451303178345,0.0078596109906453,0.00777391077795768,0.0118788778032243,0.00430521909952935,2013-06-26
-1.4209087771799,-0.0715498698249653,0.00768278389827352,0.00776501062896125,0.0119952824870231,0.00429628723172632,2013-06-27
-1.42181230908495,-0.0711936439793935,0.00739765604096925,0.00815627620852855,0.0121897902191041,0.00437268255378758,2013-06-28
-1.42208974703389,-0.0710906291218005,0.00791288847882492,0.00807311616725565,0.0119883892105378,0.00451468619133365,2013-06-29
-1.42200032679984,-0.0711276844975481,0.00804305838826434,0.00793989591481509,0.0120413230631617,0.0043701629204056,2013-06-30
-1.42273611110355,-0.0708348986545091,0.00731200674511329,0.00827788143616111,0.0123228011839089,0.00448515137431888,2013-07-01
-1.42310721507382,-0.0706994858122114,0.00817081156556687,0.00805094723448817,0.0121537734674097,0.00446440569079358,2013-07-02
-1.42421983903769,-0.070259397568454,0.00720254016211614,0.00844124985604893,0.0125185951899291,0.00467322630988166,2013-07-03
-1.42494037183995,-0.0699836013491874,0.00825719996765899,0.00860144184690315,0.0124990889777418,0.00440599630812835,2013-07-04
-1.42597781840385,-0.0695792476783417,0.00747077360843441,0.00862795345743707,0.0127957062522107,0.00464585060508169,2013-07-05
-1.42642168438062,-0.0694161918220899,0.0084356968172828,0.00841480494309107,0.0125402868234133,0.00471918892324002,2013-07-06
-1.42618066078517,-0.0695084325867591,0.00869136022050641,0.00852160675058144,0.0125678778198536,0.00448248352253565,2013-07-07
-1.42535259619444,-0.0698289553512073,0.00824247567376419,0.00832722155326175,0.0125194938461943,0.00454423856614497,2013-07-08
-1.4254238275536,-0.0698027360116222,0.00832401204697885,0.00826546659792708,0.0125654628357718,0.00447092170887913,2013-07-09
-1.42434430680417,-0.0702154466907837,0.00872493409247661,0.00863469692591743,0.0121969011302874,0.00446340008652339,2013-07-10
-1.42333605238525,-0.0706097520739218,0.00814008577892821,0.00811708357843916,0.0122887784809394,0.00437178771514079,2013-07-11
-1.4224140392605,-0.0709580862334853,0.00807240782767386,0.00860882239163281,0.0117646654583133,0.00483459773338678,2013-07-12
-1.42216807474336,-0.071054949519647,0.00816372561442378,0.00845695613055344,0.0121498259439947,0.00419119433665309,2013-07-13
-1.42199782239399,-0.0711256767274712,0.00768202333442003,0.00800418740848527,0.0122003647020666,0.00434510827186416,2013-07-14
-1.42184023066821,-0.0711851544737934,0.00816183212617553,0.00824950172925201,0.0118995861243311,0.00448432319452544,2013-07-15
-1.42165732205072,-0.0712597841973507,0.00783938527967093,0.00788161986352446,0.0120964883047598,0.0043426699985585,2013-07-16
-1.42166921345876,-0.0712555701665237,0.0080407121876894,0.00792210357029002,0.0120155993304676,0.00436784978184103,2013-07-17
-1.42249891518884,-0.0709245761118685,0.00739380892525952,0.00840252672725411,0.0123389876050982,0.00439099193642357,2013-07-18
-1.42278284859148,-0.0708217702760863,0.00812044453920955,0.00820678902552646,0.0121356561910185,0.0044530488775815,2013-07-19
-1.42289511555929,-0.0707818314829685,0.00788789331652569,0.0079216152764117,0.0122500221774266,0.00446320918421351,2013-07-20
-1.42298332553408,-0.0707473932968415,0.00812727449097039,0.00801299958551802,0.0122422970483321,0.00438281264503436,2013-07-21
-1.42276993028196,-0.0708315600164087,0.00805730588812885,0.00787153273755911,0.0122741264679601,0.00432693793121269,2013-07-22
-1.42231723118863,-0.0710039656907147,0.00822719083650958,0.00807626261735198,0.0120544472237816,0.00441330041516798,2013-07-23
-1.42220866549953,-0.0710473298411527,0.00794262584018092,0.00788800964745545,0.0121958660531663,0.00433447021624839,2013-07-24
-1.42202315005765,-0.0711188636864112,0.00813285863314473,0.00795055660137176,0.0120924373614645,0.00433777100857593,2013-07-25
-1.42189754126458,-0.0711693990156875,0.00793811379892875,0.00776194806254056,0.0121297821976192,0.00436154333540225,2013-07-26
-1.42217675386449,-0.0710588091933352,0.00786921520704298,0.0079208596251925,0.0121799552911681,0.0043866348339958,2013-07-27
-1.42173260361705,-0.0712282084947753,0.00824489449142972,0.00816065977664831,0.0119727859207941,0.00436084074072998,2013-07-28
-1.42125039662847,-0.0714170419215883,0.00805869495137626,0.0079293724459665,0.0119582310757199,0.00435840639755836,2013-07-29
-1.4204632366107,-0.0717171964115675,0.00818397350046765,0.00818565132603926,0.0118209586663276,0.00424950932431153,2013-07-30
-1.42008560487989,-0.0718632614555133,0.00760894375602566,0.00799713857549828,0.0118584670161619,0.00437590992602747,2013-07-31
-1.42042691888065,-0.0717338041589353,0.00766134428339946,0.00786844141586619,0.0119372026228987,0.00435382637269588,2013-08-01
-1.42051525503779,-0.0716977153027236,0.0077655940123749,0.00802365732881771,0.0119292436931789,0.00432940487340118,2013-08-02
-1.42060638259169,-0.0716653876446509,0.00781529852178105,0.007855275019905,0.0119807277316265,0.00428073604975225,2013-08-03
-1.42045638992959,-0.0717247210226039,0.00786569620247246,0.00777689319995436,0.0119592625165294,0.00425798015851127,2013-08-04
-1.42026291881219,-0.0717996318520689,0.00789208064353324,0.00777452200478966,0.0118698313684816,0.00432266843529932,2013-08-05
-1.42016402126166,-0.071838240662314,0.00783715299978312,0.00772195908689996,0.0119294418213365,0.00424298041785647,2013-08-06
-1.42013980266786,-0.0718495584117282,0.00785873800255007,0.00760441891674138,0.011927567407869,0.00424175698749872,2013-08-07
-1.42057209335066,-0.0716764575113338,0.00758939938554479,0.00791847971359555,0.0120493781911947,0.004287260697466,2013-08-08
-1.42072906021094,-0.0716185340656794,0.00783940849644238,0.00783689837169369,0.0119419560025018,0.00438322004666384,2013-08-09
-1.42077414327363,-0.0716031459485492,0.00791589155936276,0.0077265307891749,0.0119902054262539,0.00430840372454905,2013-08-10
-1.42058658720749,-0.0716745599485399,0.00800087468859599,0.00780983670849294,0.0119454031734591,0.00427613199764912,2013-08-11
-1.42028433162585,-0.0717891705660898,0.0079179394432036,0.0079119785914206,0.011901399392517,0.00428487314758106,2013-08-12
-1.41997587959419,-0.0719076466262197,0.0079165801214836,0.00793833608100102,0.0119004712435215,0.00420130818790125,2013-08-13
-1.41933607058718,-0.0721531838397738,0.00787146339769258,0.0080183066825289,0.0117187510053099,0.0042960841806119,2013-08-14
-1.41940223479282,-0.0721298464686031,0.00757128742887092,0.00778395871933491,0.0118679485489708,0.0042669412607366,2013-08-15
-1.41960823207915,-0.0720513353608238,0.00769157485116906,0.00776516259217204,0.0118226174754956,0.00433986392541948,2013-08-16
-1.41933379562777,-0.0721552246250229,0.00799850626070308,0.00797521052403498,0.011743466530019,0.00421845252463169,2013-08-17
-1.4190153584671,-0.0722811202874746,0.00776934104009667,0.00771570367979259,0.0117636871760683,0.00423639740961869,2013-08-18
-1.41837032579622,-0.0725222874383912,0.00787708794195077,0.00824543055137533,0.0114930184206824,0.00433987679080571,2013-08-19
-1.41781112676573,-0.0727433860662265,0.00770321226945609,0.00784404942202633,0.0115729926152868,0.00419641980454252,2013-08-20
-1.41745114278882,-0.0728826127883996,0.0076670309924861,0.00781008819855486,0.0115386412110651,0.00416957111520826,2013-08-21
-1.41751680051793,-0.0728592923869816,0.00744293686043818,0.00761238238990471,0.0116454228410055,0.00416305607271845,2013-08-22
-1.41785887058054,-0.0727265219491148,0.0073811644254434,0.00764476209145927,0.0117007654906765,0.0042079339414022,2013-08-23
-1.4179324779259,-0.0726987107456931,0.00770947466517553,0.00770789159072324,0.0116100814705171,0.00420657531552847,2013-08-24
-1.41766599520862,-0.0728011087952137,0.00774117654143416,0.00774180137705949,0.0115687567012573,0.0041769801103305,2013-08-25
-1.41767456008524,-0.0727986076569199,0.00746786601401855,0.00760849706100354,0.0116507845373912,0.0042036748641938,2013-08-26
-1.41719662753294,-0.0729792291053769,0.00789491681959799,0.00797676279820797,0.0114177984248188,0.00417500133861653,2013-08-27
-1.41709036416774,-0.073022319718142,0.00726843861243635,0.00765578821407779,0.0115881795612268,0.00422346119599279,2013-08-28
-1.41739126964474,-0.0729094925002736,0.00757951774177656,0.00753983085745416,0.011591726475586,0.00417832051078473,2013-08-29
-1.41634915211429,-0.0732990966347453,0.00799970485115272,0.00845896241730889,0.0111814909984515,0.00419196558713146,2013-08-30
